prix;Kilométrage;Mise en circulation;Énergie;Boite vitesse;Puissance fiscale;Transmission;Carrosserie;Date de l'annonce;Gouvernorat;Marque;Modèle;Génération;Couleur extérieure;Couleur intérieure;Sellerie;Nombre de places;Nombre de portes;Cylindrée
63500DT;70000km;01.2021;Essence;Manuelle;5cv;Traction;Citadine;26.03.2024;Tunis;KIA;Rio5p;IVPhase2;"""""";"""""";"""""";"""""";"""""";""""""
143000DT;23000km;06.2022;Essence;Automatique;10cv;Traction;SUV/4x4;26.03.2024;Tunis;KIA;Sportage;V(SVK);"""""";"""""";"""""";"""""";"""""";""""""
37500DT;170000km;05.2018;Diesel;Manuelle;5cv;Traction;Utilitaire;26.03.2024;Tunis;Citroën;BerlingoUtilitaire;"""""";Blanc;Noir;Tissu;2;3;1299cm³
73000DT;65000km;09.2020;Essence;Manuelle;6cv;Traction;Citadine;26.03.2024;Tunis;Seat;Leon;"""""";Noir;Gris;Tissu;5;5;1200cm³
59000DT;120000km;05.2010;Essence;Automatique;10cv;Traction;Cabriolet;26.03.2024;Tunis;Audi;A5Cabriolet;"""""";Blanc;Noir;Cuirintégral;5;2;1599cm³
79500DT;97000km;12.2019;Essence;Automatique;9cv;Traction;SUV/4x4;26.03.2024;Tunis;Haval;H6;"""""";Rouge;Noir;Cuirintégral;5;5;1599cm³
81000DT;27000km;07.2023;Essence;Automatique;6cv;Traction;Citadine;26.03.2024;Tunis;Toyota;Corolla;"""""";Blanc;Noir;Tissu;5;5;1399cm³
49000DT;99000km;04.2014;Essence;Manuelle;8cv;Traction;SUV/4x4;26.03.2024;Tunis;Mercedes-Benz;ClasseB;"""""";Blanc;Noir;Tissu;5;5;1599cm³
70000DT;60000km;06.2019;Essence;Automatique;7cv;Traction;SUV/4x4;26.03.2024;Tataouine;Renault;Kadjar;"""""";Noir;Noir;Tissu;5;5;1499cm³
110000DT;270000km;08.2008;Diesel;Automatique;15cv;Traction;SUV/4x4;26.03.2024;Tunis;BMW;X6;"""""";Noir;Rouge;Cuirintégral;5;5;3000cm³
79000DT;240000km;07.2013;Diesel;Automatique;9cv;Traction;Citadine;26.03.2024;Tunis;Mercedes-Benz;CLA;"""""";Noir;Noir;Cuirintégral;5;5;2143cm³
84000DT;70000km;08.2018;Essence;Automatique;6cv;Traction;Citadine;26.03.2024;Tunis;Volkswagen;Golf7;"""""";Noir;Gris;Tissu;5;5;1200cm³
105000DT;140000km;01.2021;Essence;Automatique;10cv;Traction;SUV/4x4;26.03.2024;Tunis;DS;7Crossback;Crossback;"""""";"""""";"""""";"""""";"""""";""""""
390000DT;10000km;04.2022;Essence;Automatique;17cv;Traction;SUV/4x4;26.03.2024;Tunis;Porsche;Macan;Phase2;"""""";"""""";"""""";"""""";"""""";""""""
90000DT;50000km;02.2021;Essence;Automatique;6cv;Traction;SUV/4x4;26.03.2024;Tunis;Toyota;C-HR;Phase2;"""""";"""""";"""""";"""""";"""""";""""""
205000DT;40000km;08.2022;Hybrideessence;Automatique;9cv;Traction;Berline;26.03.2024;Tunis;Mercedes-Benz;ClasseC;(206)Berline;"""""";"""""";"""""";"""""";"""""";""""""
99000DT;49000km;07.2019;Diesel;Automatique;6cv;Traction;Citadine;26.03.2024;Tunis;Mercedes-Benz;ClasseA;(W177)Hatchback;"""""";"""""";"""""";"""""";"""""";""""""
135000DT;80000km;07.2019;Essence;Automatique;8cv;Traction;SUV/4x4;26.03.2024;Tunis;BMW;X2;(F39);"""""";"""""";"""""";"""""";"""""";""""""
95000DT;70000km;06.2019;Essence;Automatique;7cv;Traction;Citadine;26.03.2024;Tunis;Audi;A3Sportback;"""""";Blanc;Noir;Alcantara;5;5;1599cm³
48000DT;145000km;08.2011;Essence;Automatique;9cv;Traction;SUV/4x4;26.03.2024;Tunis;Nissan;Qashqai;"""""";Bleu;Gris;Tissu;5;5;2000cm³
89000DT;20000km;07.2022;Essence;Automatique;9cv;Traction;SUV/4x4;26.03.2024;Tunis;Chery;Tiggo7Pro;"""""";Noir;Noir;Cuirintégral;5;5;1599cm³
63000DT;40000km;03.2022;Essence;Manuelle;5cv;Traction;Citadine;26.03.2024;Tunis;Hyundai;i20;"""""";Bleu;Noir;Similicuir;5;5;1200cm³
74000DT;64000km;09.2019;Essence;Automatique;6cv;Traction;Citadine;26.03.2024;Tunis;Volkswagen;Golf7;"""""";Blanc;Noir;Tissu;5;5;1200cm³
119000DT;13000km;03.2023;Essence;Automatique;8cv;Traction;SUV/4x4;26.03.2024;Tunis;Haval;H6;"""""";Noir;Rouge;Cuirintégral;5;5;1599cm³
98000DT;50000km;07.2019;Diesel;Automatique;6cv;Traction;Citadine;26.03.2024;Tunis;Mercedes-Benz;ClasseA;"""""";Autre;Noir;Cuirintégral;5;5;1599cm³
89000DT;200000km;01.2016;Essence;Automatique;11cv;Traction;Berline;26.03.2024;Tunis;BMW;Série5;(F10LCI)Berline;"""""";"""""";"""""";"""""";"""""";""""""
169000DT;30000km;12.2021;Essence;Automatique;7cv;Traction;Citadine;26.03.2024;Tunis;Mercedes-Benz;CLA;"""""";Noir;Noir;Alcantara;5;5;1599cm³
114000DT;170000km;08.2015;Essence;Automatique;15cv;Traction;SUV/4x4;26.03.2024;Tunis;LandRover;Discovery;"""""";Bleu;Noir;Cuirintégral;5;5;3000cm³
19800DT;200100km;06.2007;Diesel;Manuelle;7cv;Traction;Utilitaire;26.03.2024;BenArous;Peugeot;Boxer;"""""";Blanc;Noir;Tissu;3;2;1219cm³
78800DT;142000km;06.2015;Essence;Automatique;7cv;Traction;Berline;26.03.2024;LaManouba;BMW;Série2ActiveTourer;"""""";Blanc;"""""";"""""";"""""";"""""";1500cm³
59800DT;180000km;02.2014;Diesel;Automatique;5cv;Traction;Berline;26.03.2024;LaManouba;Mercedes-Benz;ClasseA;(W176);"""""";"""""";"""""";"""""";"""""";""""""
145000DT;42000km;01.2019;Essence;Automatique;8cv;Traction;Compacte;26.03.2024;Tunis;Mercedes-Benz;ClasseA;(W177)Hatchback;"""""";"""""";"""""";"""""";"""""";""""""
47000DT;33000km;09.2020;Essence;Manuelle;6cv;Traction;SUV/4x4;26.03.2024;Ariana;Chery;Tiggo2;"""""";Blanc;Noir;Similicuir;5;4;1500cm³
77000DT;108000km;11.2019;Essence;Automatique;9cv;Traction;SUV/4x4;26.03.2024;Tunis;Haval;H6;"""""";Rouge;"""""";Cuirintégral;"""""";"""""";""""""
107000DT;79000km;03.2020;Essence;Automatique;11cv;Intégrale;SUV/4x4;26.03.2024;Tunis;KIA;Sportage;"""""";Grisanthracite;Noir;Cuirintégral;5;5;1600cm³
42000DT;150000km;01.2018;Essence;Manuelle;5cv;Propulsion;Citadine;26.03.2024;Tunis;Seat;Ibiza;"""""";Grisargent;Gris;Tissu;5;5;1400cm³
47000DT;36000km;02.2021;Essence;Manuelle;6cv;Traction;Autres;26.03.2024;Ariana;GreatWall;M4;"""""";GrisShark;Noir;Similicuir;5;4;1000cm³
120000DT;150000km;06.2016;Essence;Automatique;8cv;Propulsion;Berline;26.03.2024;Sfax;Mercedes-Benz;ClasseC;"""""";Blanc;Rouge;Cuirintégral;5;5;""""""
47000DT;160000km;02.2017;Essence;Automatique;6cv;Propulsion;Berline;26.03.2024;Tunis;Skoda;Octavia;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
52000DT;20000km;10.2022;Essence;Manuelle;5cv;Propulsion;Berline;26.03.2024;Tunis;Hyundai;Grandi10Sedan;"""""";Grisanthracite;"""""";Cuirintégral;"""""";"""""";""""""
46000DT;200000km;06.2003;Diesel;Automatique;13cv;Intégrale;Autres;26.03.2024;Tunis;BMW;X5;"""""";Autre;"""""";Cuirintégral;"""""";"""""";""""""
125000DT;160000km;05.2014;Essence;Automatique;15cv;Propulsion;Autres;26.03.2024;Tunis;Jaguar;XF;"""""";Autre;"""""";Cuirintégral;"""""";"""""";""""""
95000DT;110000km;10.2009;Diesel;Automatique;15cv;Traction;SUV/4x4;26.03.2024;Tunis;Mercedes-Benz;ML;"""""";Grisargent;"""""";Cuirintégral;"""""";"""""";""""""
75000DT;70000km;06.2020;Essence;Automatique;7cv;Propulsion;Citadine;26.03.2024;Tunis;Volkswagen;Golf7;"""""";Noir;"""""";Cuirintégral;"""""";"""""";""""""
130000DT;120000km;06.2015;Diesel;Automatique;10cv;Propulsion;Coupé;26.03.2024;Tunis;BMW;Série4Coupé;"""""";Noir;"""""";Cuirintégral;"""""";"""""";""""""
160000DT;130000km;10.2014;Essence;Automatique;14cv;Propulsion;Coupé;26.03.2024;Tunis;BMW;Série4Coupé;"""""";Noir;Rouge;Cuirpartiel;4;3;2800cm³
45000DT;110000km;10.2016;Essence;Manuelle;4cv;Propulsion;Citadine;26.03.2024;Tunis;Citroën;C4Cactus;"""""";GrisShark;Noir;Similicuir;5;5;1200cm³
420000DT;80000km;03.2017;Diesel;Automatique;19cv;Traction;SUV/4x4;26.03.2024;Tunis;Mercedes-Benz;GLECoupé;(S292)Coupé;"""""";"""""";"""""";"""""";"""""";""""""
130000DT;174000km;06.2008;Diesel;Automatique;13cv;Intégrale;Autres;26.03.2024;Tunis;LandRover;RangeRoverSport;"""""";Blanc;Noir;Cuirintégral;5;5;2700cm³
115000DT;106000km;06.2017;Essence;Automatique;7cv;Traction;SUV/4x4;26.03.2024;Tunis;BMW;X1;"""""";Noir;"""""";Cuirintégral;"""""";"""""";""""""
75000DT;190000km;11.2006;Diesel;Manuelle;8cv;Intégrale;Autres;26.03.2024;Tunis;LandRover;Defender110;"""""";Autre;"""""";Cuirintégral;"""""";"""""";""""""
190000DT;0km;11.2023;Essence;Automatique;11cv;Traction;SUV/4x4;26.03.2024;Tunis;Cupra;Formentor;"""""";Autre;"""""";"""""";"""""";"""""";""""""
106000DT;160000km;01.2015;Essence;Automatique;8cv;Propulsion;Berline;26.03.2024;Tunis;Mercedes-Benz;ClasseC;(205)Berline;"""""";"""""";"""""";"""""";"""""";""""""
65500DT;120000km;01.2018;Essence;Automatique;6cv;Traction;SUV/4x4;26.03.2024;Tunis;Toyota;C-HR;(10/2016-10/2019);Noir;Noir;Similicuir;5;5;""""""
127000DT;70000km;03.2021;Hybridediesel;Automatique;7cv;Traction;SUV/4x4;26.03.2024;Tunis;KIA;SportageHybride;IVPhase2(Fab.Slovaquie);"""""";"""""";"""""";"""""";"""""";""""""
105000DT;140000km;04.2016;Essence;Automatique;8cv;Traction;Compacte;26.03.2024;Tunis;Mercedes-Benz;GLA;-156;"""""";"""""";"""""";"""""";"""""";""""""
51000DT;133000km;01.2020;Diesel;Manuelle;5cv;Traction;Utilitaire;26.03.2024;Tunis;Volkswagen;Caddy;IVVan;"""""";"""""";"""""";"""""";"""""";""""""
64000DT;40000km;02.2022;Essence;Manuelle;4cv;Traction;Compacte;26.03.2024;Tunis;Seat;Ibiza;VPhase2;"""""";"""""";"""""";"""""";"""""";""""""
95000DT;120000km;01.2016;Diesel;Automatique;12cv;Traction;SUV/4x4;26.03.2024;Tunis;KIA;Sorento;III;"""""";"""""";"""""";"""""";"""""";""""""
125000DT;140000km;01.2018;Diesel;Automatique;10cv;Traction;SUV/4x4;26.03.2024;Tunis;KIA;Sportage;IVPhase2(Fab.Slovaquie);"""""";"""""";"""""";"""""";"""""";""""""
118000DT;144000km;10.2014;Diesel;Automatique;11cv;Propulsion;SUV/4x4;26.03.2024;Tunis;Mitsubishi;Pajero;4LongWagon(V9);"""""";"""""";"""""";"""""";"""""";""""""
54000DT;95000km;05.2021;Essence;Manuelle;4cv;Traction;Citadine;26.03.2024;Tunis;Volkswagen;Polo;VI;"""""";"""""";"""""";"""""";"""""";""""""
110000DT;97000km;01.2014;Essence;Automatique;15cv;Traction;SUV/4x4;26.03.2024;Tunis;LandRover;RangeRover;EvoqueI(5p);"""""";"""""";"""""";"""""";"""""";""""""
44000DT;60000km;01.2010;Essence;Automatique;9cv;Traction;Coupé;26.03.2024;Ariana;Volkswagen;Scirocco;(08/2008-05/2014);Blanc;Noir;Tissu;4;3;""""""
290000DT;10000km;05.2019;Essence;Automatique;8cv;Propulsion;Berline;26.03.2024;Tunis;BMW;Série7;(G11)Berline;"""""";"""""";"""""";"""""";"""""";""""""
44000DT;260000km;01.2012;Diesel;Automatique;6cv;Traction;Citadine;26.03.2024;Tunis;DS;5;"""""";Noir;Noir;Tissu;5;5;1600cm³
33000DT;120000km;02.2014;Essence;Automatique;5cv;Propulsion;Citadine;26.03.2024;Tunis;KIA;Picanto;"""""";Noir;Gris;Tissu;5;5;1200cm³
34500DT;56000km;09.2020;Essence;Manuelle;5cv;Traction;SUV/4x4;26.03.2024;Sousse;Mahindra;KUV100;"""""";Grisargent;Noir;Tissu;5;4;1198cm³
39000DT;50000km;08.2020;Essence;Manuelle;4cv;Propulsion;Citadine;26.03.2024;Tunis;KIA;Picanto;"""""";Bleu;Gris;Tissu;5;5;1200cm³
58000DT;180000km;01.2011;Essence;Automatique;9cv;Traction;SUV/4x4;26.03.2024;Tunis;BMW;X1;"""""";Autre;Beige;Cuirintégral;5;5;1800cm³
37000DT;135000km;06.2013;Essence;Automatique;6cv;Traction;Coupé;26.03.2024;Ariana;Fiat;500;"""""";Bleu;Noir;Cuirintégral;4;2;1500cm³
76000DT;105000km;08.2019;Essence;Automatique;5cv;Traction;SUV/4x4;26.03.2024;Ariana;Haval;H6;"""""";Noir;Marron;Cuirintégral;5;4;1499cm³
74000DT;126800km;12.2018;Essence;Automatique;6cv;Traction;Compacte;26.03.2024;Tunis;Volkswagen;Golf7;VIIPhase25Portes;"""""";"""""";"""""";"""""";"""""";""""""
90000DT;140000km;06.2014;Essence;Automatique;9cv;Traction;Berline;26.03.2024;Tunis;Mercedes-Benz;ClasseE;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
120000DT;36000km;02.2017;Essence;Automatique;13cv;Intégrale;Coupé;26.03.2024;Ariana;Audi;TT;série3Coupé;"""""";"""""";"""""";"""""";"""""";""""""
48000DT;316000km;11.2013;Diesel;Automatique;12cv;Traction;Citadine;26.03.2024;BenArous;KIA;Sorento;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
58000DT;160000km;03.2017;Essence;Automatique;9cv;Traction;Citadine;26.03.2024;BenArous;MG;GS;"""""";Beige;"""""";"""""";"""""";"""""";""""""
180000DT;229000km;03.2012;Essence;Automatique;30cv;Traction;Citadine;26.03.2024;BenArous;Porsche;Cayenne;"""""";Beige;"""""";"""""";"""""";"""""";""""""
74900DT;163000km;10.2014;Diesel;Automatique;12cv;Intégrale;SUV/4x4;26.03.2024;Ariana;KIA;Sorento;"""""";Noir;"""""";"""""";"""""";"""""";""""""
44000DT;316000km;04.2001;Diesel;Automatique;12cv;Traction;SUV/4x4;26.03.2024;BenArous;Mitsubishi;Pajero;"""""";Grisargent;"""""";"""""";"""""";"""""";""""""
38000DT;232000km;04.2012;Diesel;Manuelle;9cv;Traction;SUV/4x4;26.03.2024;BenArous;Ssangyong;Kyron;"""""";Noir;"""""";"""""";"""""";"""""";""""""
225000DT;30000km;07.2019;Essence;Automatique;10cv;Traction;Berline;26.03.2024;BenArous;BMW;Série5;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
58500DT;135000km;04.2017;Essence;Manuelle;6cv;Traction;Citadine;26.03.2024;BenArous;Mazda;3;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
56500DT;231000km;12.2012;Essence;Automatique;7cv;Propulsion;Berline;26.03.2024;Ariana;BMW;Série3;"""""";Noir;"""""";"""""";"""""";"""""";""""""
34000DT;258000km;12.2013;Diesel;Manuelle;8cv;Traction;Citadine;26.03.2024;BenArous;Mahindra;ScorpioSUV;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
57000DT;148000km;11.2017;Essence;Manuelle;6cv;Traction;Citadine;26.03.2024;BenArous;Mazda;3;"""""";Grisargent;"""""";"""""";"""""";"""""";""""""
98000DT;96000km;12.2017;Diesel;Manuelle;7cv;Traction;Citadine;26.03.2024;BenArous;Renault;Koleos;"""""";Grisargent;"""""";"""""";"""""";"""""";""""""
41000DT;141000km;06.2015;Essence;Manuelle;6cv;Traction;Berline;26.03.2024;BenArous;Mazda;3sedan;"""""";Grisanthracite;"""""";"""""";"""""";"""""";""""""
77000DT;138000km;07.2016;Essence;Automatique;8cv;Traction;Citadine;26.03.2024;BenArous;KIA;Sportage;"""""";Noir;Gris;Similicuir;5;5;1598cm³
84000DT;124000km;04.2017;Essence;Automatique;8cv;Traction;Citadine;26.03.2024;BenArous;KIA;Sportage;"""""";Noir;"""""";"""""";"""""";"""""";""""""
120000DT;22000km;08.2022;Diesel;Automatique;8cv;Traction;Citadine;26.03.2024;BenArous;Ssangyong;Korando;"""""";GrisShark;"""""";"""""";"""""";"""""";""""""
75500DT;90000km;03.2005;Diesel;Automatique;24cv;Traction;Pickup;26.03.2024;Ariana;Ford;F250;"""""";Noir;"""""";"""""";"""""";"""""";""""""
27500DT;165000km;11.2012;Essence;Manuelle;6cv;Traction;Citadine;26.03.2024;BenArous;AlfaRomeo;Mito;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
171950DT;18000km;09.2022;Essence;Automatique;15cv;Traction;Citadine;26.03.2024;BenArous;MG;HS;"""""";Bleu;"""""";"""""";"""""";"""""";""""""
38000DT;167000km;04.2016;Essence;Manuelle;6cv;Traction;Berline;26.03.2024;BenArous;Ford;Focussedan;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
49900DT;216000km;11.2008;Essence;Automatique;9cv;Traction;Berline;26.03.2024;BenArous;Mercedes-Benz;ClasseC;"""""";Grisargent;"""""";"""""";"""""";"""""";""""""
149000DT;83000km;08.2016;Essence;Automatique;15cv;Propulsion;Berline;26.03.2024;Ariana;Jaguar;XF;"""""";Noir;"""""";Cuirintégral;"""""";"""""";""""""
69000DT;138000km;06.2018;Essence;Automatique;6cv;Traction;Citadine;26.03.2024;BenArous;Volkswagen;Golf7;"""""";Grisargent;"""""";"""""";"""""";"""""";""""""
79900DT;153000km;12.2012;Essence;Automatique;10cv;Traction;Berline;26.03.2024;BenArous;BMW;Série5;"""""";Noir;"""""";"""""";"""""";"""""";""""""
88000DT;146000km;03.2017;Essence;Automatique;6cv;Traction;Citadine;26.03.2024;BenArous;Mercedes-Benz;ClasseA;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
42000DT;249000km;05.2002;Diesel;Automatique;17cv;Traction;Berline;26.03.2024;BenArous;Mercedes-Benz;ClasseS;"""""";Noir;"""""";"""""";"""""";"""""";""""""
67660DT;65000km;07.2021;Essence;Automatique;7cv;Traction;Berline;26.03.2024;Ariana;Dongfeng;S50;"""""";Noir;"""""";"""""";"""""";"""""";""""""
85000DT;55000km;08.2019;Essence;Automatique;9cv;Traction;Citadine;26.03.2024;BenArous;Haval;H6;"""""";Marron;"""""";"""""";"""""";"""""";""""""
63500DT;160000km;03.2009;Essence;Automatique;15cv;Propulsion;Berline;26.03.2024;Ariana;Mercedes-Benz;CLS;"""""";Noir;"""""";Cuirintégral;"""""";"""""";""""""
82000DT;213000km;12.2012;Essence;Automatique;19cv;Traction;Citadine;26.03.2024;BenArous;Mercedes-Benz;ClasseC;"""""";Grisanthracite;"""""";"""""";"""""";"""""";""""""
92000DT;74000km;12.2021;Essence;Automatique;9cv;Traction;Citadine;26.03.2024;BenArous;Chery;Tiggo8;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
77000DT;197000km;12.2012;Essence;Automatique;10cv;Traction;Berline;26.03.2024;BenArous;BMW;Série5;"""""";Noir;Marron;Similicuir;5;4;1998cm³
66900DT;124000km;02.2016;Essence;Manuelle;7cv;Traction;Berline;26.03.2024;BenArous;Volkswagen;Passat;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
69000DT;191000km;12.2007;Essence;Automatique;21cv;Traction;Citadine;26.03.2024;Ariana;Porsche;Cayenne;"""""";Noir;"""""";"""""";"""""";"""""";""""""
34000DT;76000km;06.2020;Essence;Manuelle;5cv;Traction;Citadine;26.03.2024;BenArous;Mahindra;KUV100;"""""";Noir;"""""";"""""";"""""";"""""";""""""
80000DT;30000km;07.2022;Essence;Automatique;7cv;Traction;Citadine;26.03.2024;BenArous;MG;ZS;"""""";Grisargent;"""""";"""""";"""""";"""""";""""""
25000DT;198000km;05.2012;Essence;Manuelle;6cv;Traction;Berline;26.03.2024;BenArous;Ford;Focussedan;"""""";Noir;Noir;Tissu;5;5;1598cm³
69500DT;121000km;01.2015;Essence;Automatique;6cv;Traction;Citadine;26.03.2024;BenArous;Nissan;Qashqai;"""""";Rouge;"""""";"""""";"""""";"""""";""""""
205000DT;65000km;12.2020;Essence;Automatique;10cv;Traction;Berline;26.03.2024;BenArous;BMW;Série5;"""""";Noir;"""""";"""""";"""""";"""""";""""""
59000DT;120000km;02.2015;Essence;Manuelle;6cv;Traction;Citadine;26.03.2024;Tunis;Mini;Countryman;"""""";Noir;"""""";"""""";"""""";"""""";""""""
120000DT;132000km;01.2018;Diesel;Automatique;10cv;Traction;Citadine;26.03.2024;BenArous;KIA;Sportage;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
68000DT;189000km;12.2010;Diesel;Automatique;10cv;Traction;Berline;26.03.2024;BenArous;Mercedes-Benz;ClasseE;"""""";Noir;"""""";"""""";"""""";"""""";""""""
95000DT;65000km;09.2019;Essence;Automatique;8cv;Traction;SUV/4x4;26.03.2024;BenArous;KIA;Sportage;"""""";Blanc;Noir;Similicuir;5;5;1597cm³
64000DT;142000km;05.2018;Essence;Manuelle;6cv;Traction;Citadine;26.03.2024;Tunis;Volkswagen;Golf7;"""""";Jaune;"""""";"""""";"""""";"""""";""""""
98000DT;164000km;07.2014;Diesel;Automatique;10cv;Traction;SUV/4x4;26.03.2024;BenArous;Audi;Q5;"""""";Noir;"""""";"""""";"""""";"""""";""""""
80000DT;167000km;01.2016;Essence;Automatique;7cv;Traction;Berline;26.03.2024;BenArous;BMW;Série3;"""""";Noir;"""""";"""""";"""""";"""""";""""""
139500DT;46000km;01.2021;Essence;Automatique;7cv;Traction;Berline;26.03.2024;Ariana;BMW;Série4GranCoupé;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
74000DT;201000km;12.2014;Essence;Automatique;7cv;Traction;Berline;26.03.2024;BenArous;BMW;Série3;"""""";Noir;"""""";"""""";"""""";"""""";""""""
32000DT;194000km;07.2012;Essence;Manuelle;6cv;Traction;Citadine;26.03.2024;BenArous;Citroën;C4;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
100000DT;130000km;10.2016;Diesel;Automatique;10cv;Traction;SUV/4x4;26.03.2024;Tunis;KIA;Sportage;"""""";Blanc;Beige;Similicuir;5;4;""""""
38000DT;256000km;09.2017;Diesel;Manuelle;6cv;Traction;Utilitaire;26.03.2024;BenArous;Ford;Transit;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
47000DT;226000km;05.2012;Essence;Manuelle;7cv;Traction;Citadine;26.03.2024;BenArous;BMW;Série1;"""""";Bleu;"""""";"""""";"""""";"""""";""""""
62000DT;370000km;05.2002;Diesel;Manuelle;12cv;Traction;SUV/4x4;26.03.2024;BenArous;Toyota;Prado;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
36500DT;169000km;05.2015;Essence;Manuelle;5cv;Traction;Citadine;26.03.2024;Ariana;Citroën;C4Cactus;"""""";Aubergine;"""""";"""""";"""""";"""""";""""""
35000DT;146000km;04.2017;Essence;Manuelle;7cv;Traction;Berline;26.03.2024;BenArous;Honda;City;"""""";Noir;"""""";"""""";"""""";"""""";""""""
80000DT;59000km;07.2022;Essence;Manuelle;8cv;Traction;SUV/4x4;26.03.2024;BenArous;DFSK;Glory580;"""""";Bleu;"""""";"""""";"""""";"""""";""""""
52000DT;190000km;09.2008;Essence;Automatique;20cv;Traction;SUV/4x4;26.03.2024;Ariana;Infiniti;FX;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
69500DT;189000km;10.2010;Essence;Automatique;19cv;Traction;SUV/4x4;26.03.2024;Ariana;BMW;X5;"""""";Bleu;"""""";"""""";"""""";"""""";""""""
64500DT;81000km;07.2021;Essence;Manuelle;8cv;Traction;SUV/4x4;26.03.2024;Ariana;Dongfeng;SX3;"""""";Beige;"""""";"""""";"""""";"""""";""""""
72000DT;203000km;09.2008;Essence;Automatique;21cv;Traction;SUV/4x4;26.03.2024;BenArous;Porsche;Cayenne;"""""";Grisanthracite;"""""";"""""";"""""";"""""";""""""
91500DT;26000km;12.2022;Diesel;Manuelle;6cv;Traction;Pickup;26.03.2024;Ariana;Peugeot;LandtrekDoubleCabine;"""""";Grisanthracite;"""""";"""""";"""""";"""""";""""""
260000DT;33000km;06.2022;Diesel;Automatique;10cv;Traction;Berline;26.03.2024;Ariana;BMW;Série5;"""""";Noir;Marron;Similicuir;5;4;1998cm³
67000DT;183000km;09.2019;Diesel;Manuelle;9cv;Traction;Pickup;26.03.2024;BenArous;Citroën;Jumper;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
60000DT;210000km;09.2012;Diesel;Automatique;12cv;Traction;SUV/4x4;26.03.2024;BenArous;KIA;Sorento;"""""";Noir;"""""";"""""";"""""";"""""";""""""
79000DT;176000km;12.2016;Essence;Automatique;8cv;Traction;SUV/4x4;26.03.2024;BenArous;KIA;Sportage;"""""";Grisargent;"""""";"""""";"""""";"""""";""""""
62000DT;203000km;12.2014;Diesel;Manuelle;9cv;Traction;Pickup;26.03.2024;BenArous;Mazda;BT-50;"""""";Bleu;"""""";"""""";"""""";"""""";""""""
85000DT;52000km;09.2020;Essence;Automatique;9cv;Traction;SUV/4x4;26.03.2024;BenArous;Haval;H6;"""""";Blanc;Beige;Similicuir;4;4;""""""
64000DT;35000km;04.2016;Diesel;Manuelle;10cv;Traction;Autres;26.03.2024;BenArous;Foton;Forland;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
45500DT;136000km;10.2018;Diesel;Manuelle;4cv;Traction;Citadine;26.03.2024;BenArous;Peugeot;208;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
35000DT;78000km;12.2018;Diesel;Manuelle;6cv;Traction;Utilitaire;26.03.2024;BenArous;Dacia;DokkerVan;"""""";Van;"""""";"""""";"""""";"""""";""""""
168000DT;28000km;10.2021;Diesel;Automatique;7cv;Traction;SUV/4x4;26.03.2024;BenArous;Hyundai;TucsonHybride;"""""";Grisanthracite;"""""";"""""";"""""";"""""";""""""
78000DT;85000km;02.2021;Essence;Automatique;7cv;Traction;SUV/4x4;26.03.2024;Tunis;Renault;Kadjar;"""""";Grisanthracite;"""""";"""""";"""""";"""""";""""""
39000DT;266000km;07.2006;Diesel;Automatique;15cv;Traction;SUV/4x4;26.03.2024;BenArous;Mercedes-Benz;ML;-164;"""""";"""""";"""""";"""""";"""""";""""""
85000DT;101000km;07.2018;Essence;Automatique;8cv;Traction;SUV/4x4;26.03.2024;BenArous;KIA;Sportage;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
89500DT;25000km;07.2021;Essence;Automatique;9cv;Traction;SUV/4x4;26.03.2024;Ariana;Haval;Jolion;"""""";Noir;"""""";"""""";"""""";"""""";""""""
98000DT;162000km;09.2016;Diesel;Automatique;10cv;Traction;SUV/4x4;26.03.2024;BenArous;KIA;Sportage;"""""";Noir;"""""";"""""";"""""";"""""";""""""
88500DT;183000km;02.2015;Essence;Manuelle;10cv;Traction;Berline;26.03.2024;Ariana;BMW;Série5;"""""";Blanc;"""""";"""""";"""""";"""""";""""""
72500DT;25000km;11.2022;Essence;Automatique;5cv;Traction;Citadine;26.03.2024;BenArous;Hyundai;Grandi10;"""""";Rouge;"""""";"""""";"""""";"""""";""""""
60000DT;249000km;06.2006;Diesel;Automatique;16cv;Traction;SUV/4x4;26.03.2024;BenArous;Audi;Q7;"""""";Noir;"""""";"""""";"""""";"""""";""""""
